Record ID,Teacher Id,Assigned Hours,Course code,Reported Hours
A11102,19901026-0111,100,I-4444,108
A11103,19620424-0026,240,I-4445,222
A11104,19750417-0051,120,I-4445,118
A11105,19620831-0024,280,I-4446,298
A11106,19750722-0060,100,I-4446,113
A11107,19931203-0066,120,I-4446,106
A11108,19601021-0018,260,I-4447,274
A11109,19750906-0032,120,I-4447,137
A11110,19610620-0006,240,I-4448,253
A11111,19790702-0038,140,I-4448,152
A11112,19610918-0027,240,I-4449,239
A11113,19790618-0048,120,I-4449,119
A11114,19600905-0003,280,I-4450,285
A11115,19760524-0046,120,I-4450,128
A11116,19911025-0091,100,I-4450,88
A11117,19600905-0003,240,I-4451,240
A11118,19761009-0055,120,I-4451,116
A11119,19630126-0001,280,I-4452,288
A11120,19751018-0039,140,I-4452,134
A11121,19590129-0004,260,I-4453,279
A11122,19750331-0036,140,I-4453,149
A11123,19610620-0006,260,I-4454,277
A11124,19750705-0033,140,I-4454,132
A11125,19920826-0088,140,I-4454,141
A11126,19560705-0025,240,I-4455,250
A11127,19750512-0043,140,I-4455,120
A11128,19570828-0008,260,I-4456,250
A11129,19760108-0050,100,I-4456,90
A11130,19930302-0135,140,I-4456,159
A11131,19610623-0005,280,I-4457,275
A11132,19770224-0058,100,I-4457,98
A11133,19920320-0121,140,I-4457,128
A11134,19560612-0010,280,I-4458,265
A11135,19781217-0053,140,I-4458,134
A11136,19610620-0006,260,I-4459,260
A11137,19750417-0051,140,I-4459,126
A11138,19930906-0110,140,I-4459,153
A11139,19580218-0007,280,I-4460,286
A11140,19781217-0053,120,I-4460,121
A11141,19900818-0116,140,I-4460,139
A11142,19680712-0028,280,I-4461,290
A11143,19780602-0035,120,I-4461,127
A11144,19650303-0019,260,I-4462,267
A11145,19781125-0031,120,I-4462,122
A11146,19900520-0063,120,I-4462,133
A11147,19680712-0028,280,I-4463,299
A11148,19780602-0035,120,I-4463,139
A11149,19610918-0027,280,I-4464,274
A11150,19750705-0033,100,I-4464,103
A11151,19920505-0115,120,I-4464,111
A11152,19620522-0023,240,I-4465,224
A11153,19780815-0047,100,I-4465,96
A11154,19580218-0007,240,I-4466,224
A11155,19761024-0034,100,I-4466,81
A11156,19910820-0078,100,I-4466,108
A11157,19620522-0023,260,I-4467,279
A11158,19760524-0046,100,I-4467,106
A11159,19590129-0004,280,I-4468,271
A11160,19761024-0034,140,I-4468,131
A11161,19560612-0010,280,I-4469,261
A11162,19761024-0034,100,I-4469,115
A11163,19560705-0025,280,I-4470,278
A11164,19750331-0036,120,I-4470,111
A11165,19910101-0133,120,I-4470,131
A11166,19600905-0003,280,I-4471,292
A11167,19790702-0038,140,I-4471,156
A11168,19690408-0009,280,I-4472,271
A11169,19790618-0048,140,I-4472,148
A11170,19620522-0023,240,I-4473,230
A11171,19750331-0036,100,I-4473,81
A11172,19900426-0089,120,I-4473,109
A11173,19630126-0001,240,I-4474,257
A11174,19750417-0051,140,I-4474,146
A11175,19901108-0087,140,I-4474,159
A11176,19590129-0004,260,I-4475,258
A11177,19780815-0047,140,I-4475,132
A11178,19600905-0003,260,I-4476,251
A11179,19750417-0051,140,I-4476,138
A11180,19630126-0001,260,I-4477,268
A11181,19760108-0050,140,I-4477,124
A11182,19900201-0074,140,I-4477,154
A11183,19620522-0023,280,I-4478,295
A11184,19770713-0042,120,I-4478,132
A11185,19690513-0015,260,I-4479,263
A11186,19750122-0056,100,I-4479,118
A11187,19630126-0001,280,I-4480,268
A11188,19790708-0041,140,I-4480,145
A11189,19600905-0003,260,I-4481,280
A11190,19750906-0032,100,I-4481,84
A11191,19580218-0007,260,I-4482,250
A11192,19781217-0053,140,I-4482,147
A11193,19931212-0079,140,I-4482,135
A11194,19610623-0005,280,I-4483,264
A11195,19770713-0042,120,I-4483,138
A11196,19931203-0066,140,I-4483,129
A11197,19690513-0015,240,I-4484,244
A11198,19790426-0049,100,I-4484,90
A11199,19900701-0113,100,I-4484,91
A11200,19650303-0019,240,I-4485,239
A11201,19750512-0043,140,I-4485,132
A11202,19600905-0003,240,I-4486,260
A11203,19780602-0035,140,I-4486,130
A11204,19901002-0085,140,I-4486,157
A11205,19680712-0028,280,I-4487,295
A11206,19750512-0043,100,I-4487,110
A11207,19930228-0086,100,I-4487,101
A11208,19690408-0009,280,I-4488,284
A11209,19780815-0047,120,I-4488,101
A11210,19920505-0115,140,I-4488,124
A11211,19620831-0024,280,I-4489,276
A11212,19750705-0033,120,I-4489,100
A11213,19561222-0030,260,I-4490,247
A11214,19750705-0033,100,I-4490,97
A11215,19920602-0073,120,I-4490,113
A11216,19561222-0030,240,I-4491,234
A11217,19780602-0035,120,I-4491,126
A11218,19900616-0124,140,I-4491,150
A11219,19600905-0003,240,I-4492,235
A11220,19750220-0037,100,I-4492,82
A11221,19600529-0021,280,I-4493,292
A11222,19790717-0045,120,I-4493,120
A11223,19620831-0024,260,I-4494,250
A11224,19761009-0055,140,I-4494,120
A11225,19920504-0093,100,I-4494,85
A11226,19620522-0023,280,I-4495,269
A11227,19750102-0059,100,I-4495,87
A11228,19620831-0024,280,I-4496,276
A11229,19750122-0056,120,I-4496,133
A11230,19900818-0116,120,I-4496,113
A11231,19690917-0022,240,I-4497,260
A11232,19790702-0038,140,I-4497,143
A11233,19560812-0016,240,I-4498,233
A11234,19761009-0055,100,I-4498,93
A11235,19901108-0087,100,I-4498,119
A11236,19561222-0030,260,I-4499,260
A11237,19790702-0038,100,I-4499,98
A11238,19910817-0092,140,I-4499,150
A11239,19570615-0011,280,I-4500,287
A11240,19750417-0051,140,I-4500,122
A11241,19580515-0017,280,I-4501,270
A11242,19781130-0054,100,I-4501,105
A11243,19910822-0122,100,I-4501,93
A11244,19620522-0023,240,I-4502,237
A11245,19770224-0058,120,I-4502,117
A11246,19560812-0016,280,I-4503,281
A11247,19781130-0054,120,I-4503,101
A11248,19610623-0005,240,I-4504,227
A11249,19780317-0052,140,I-4504,134
A11250,19560612-0010,260,I-4505,279
A11251,19750220-0037,120,I-4505,100
A11252,19600905-0003,240,I-4506,247
A11253,19781125-0031,120,I-4506,108
A11254,19900211-0140,100,I-4506,120
A11255,19620424-0026,260,I-4507,272
A11256,19750102-0059,100,I-4507,85
A11257,19930228-0086,140,I-4507,126
A11258,19580515-0017,260,I-4508,271
A11259,19750705-0033,120,I-4508,119
A11260,19680712-0028,240,I-4509,244
A11261,19770224-0058,140,I-4509,122
A11262,19610918-0027,260,I-4510,251
A11263,19761020-0044,120,I-4510,132
A11264,19600814-0002,260,I-4511,280
A11265,19781130-0054,140,I-4511,123
A11266,19910817-0092,120,I-4511,101
A11267,19690513-0015,240,I-4512,235
A11268,19780424-0057,100,I-4512,103
A11269,19931231-0099,100,I-4512,94
A11270,19610918-0027,260,I-4513,251
A11271,19750122-0056,120,I-4513,106
A11272,19690917-0022,260,I-4514,240
A11273,19750122-0056,120,I-4514,136
A11274,19921208-0097,100,I-4514,98
A11275,19570828-0008,260,I-4515,268
A11276,19750705-0033,140,I-4515,129
A11277,19600905-0003,240,I-4516,245
A11278,19780602-0035,100,I-4516,90
A11279,19900902-0090,120,I-4516,103
A11280,19690408-0009,280,I-4517,278
A11281,19750417-0051,120,I-4517,120
A11282,19570828-0008,280,I-4518,283
A11283,19760524-0046,120,I-4518,126
A11284,19620424-0026,240,I-4519,258
A11285,19750722-0060,140,I-4519,133
A11286,19580515-0017,280,I-4520,284
A11287,19751018-0039,120,I-4520,128
A11288,19690408-0009,280,I-4521,279
A11289,19761020-0044,100,I-4521,91
A11290,19930302-0135,140,I-4521,142
A11291,19640414-0013,240,I-4522,258
A11292,19790702-0038,140,I-4522,136
A11293,19900211-0140,120,I-4522,112
A11294,19561222-0030,280,I-4523,271
A11295,19750705-0033,120,I-4523,136
A11296,19561222-0030,280,I-4524,285
A11297,19750102-0059,140,I-4524,159
A11298,19920505-0115,120,I-4524,119
A11299,19610620-0006,240,I-4525,222
A11300,19750122-0056,100,I-4525,119
A11301,19930919-0137,140,I-4525,153
A11302,19580218-0007,260,I-4526,270
A11303,19750331-0036,120,I-4526,110
A11304,19910327-0096,140,I-4526,136
A11305,19580515-0017,240,I-4527,242
A11306,19770224-0058,100,I-4527,101
A11307,19570826-0012,280,I-4528,289
A11308,19780815-0047,140,I-4528,157
A11309,19680712-0028,260,I-4529,247
A11310,19761009-0055,140,I-4529,136
A11311,19900317-0083,100,I-4529,94
A11312,19640414-0013,240,I-4530,231
A11313,19770713-0042,120,I-4530,101
A11314,19690408-0009,260,I-4531,271
A11315,19790702-0038,140,I-4531,131
A11316,19930906-0110,100,I-4531,106
A11317,19570828-0008,240,I-4532,228
A11318,19750220-0037,100,I-4532,102
A11319,19600814-0002,280,I-4533,263
A11320,19750220-0037,140,I-4533,139
A11321,19611219-0014,260,I-4534,268
A11322,19790708-0041,120,I-4534,110
A11323,19910327-0096,140,I-4534,153
A11324,19580218-0007,280,I-4535,286
A11325,19751018-0039,140,I-4535,152
A11326,19900619-0076,100,I-4535,81
A11327,19660630-0020,240,I-4536,250
A11328,19780602-0035,140,I-4536,135
A11329,19900723-0126,120,I-4536,125
A11330,19620522-0023,260,I-4537,266
A11331,19781217-0053,100,I-4537,90
A11332,19620522-0023,240,I-4538,234
A11333,19770224-0058,100,I-4538,117
A11334,19910206-0081,140,I-4538,160
A11335,19650303-0019,260,I-4539,247
A11336,19760524-0046,140,I-4539,158
A11337,19920217-0098,120,I-4539,104
A11338,19610620-0006,280,I-4540,278
A11339,19780317-0052,140,I-4540,128
A11340,19921123-0108,120,I-4540,100
A11341,19620831-0024,240,I-4541,240
A11342,19790702-0038,140,I-4541,151
A11343,19660630-0020,260,I-4542,261
A11344,19750722-0060,120,I-4542,101
A11345,19560612-0010,260,I-4543,268
A11346,19750906-0032,140,I-4543,123
A11347,19620424-0026,260,I-4544,267
A11348,19781125-0031,120,I-4544,115
A11349,19900619-0076,120,I-4544,100
A11350,19690917-0022,260,I-4545,240
A11351,19790618-0048,140,I-4545,158
A11352,19920122-0065,140,I-4545,156
A11353,19560705-0025,240,I-4546,227
A11354,19780602-0035,140,I-4546,135
A11355,19640220-0029,280,I-4547,292
A11356,19780317-0052,120,I-4547,108
A11357,19921218-0101,120,I-4547,140
A11358,19630126-0001,240,I-4548,236
A11359,19750417-0051,100,I-4548,96
A11360,19931203-0066,120,I-4548,102
A11361,19590129-0004,280,I-4549,270
A11362,19781125-0031,140,I-4549,156
A11363,19910404-0102,140,I-4549,120
A11364,19620522-0023,280,I-4550,268
A11365,19761024-0034,140,I-4550,142
A11366,19930512-0117,140,I-4550,150
A11367,19690917-0022,240,I-4551,239
A11368,19771013-0040,100,I-4551,90
A11369,19560705-0025,260,I-4552,263
A11370,19761020-0044,100,I-4552,106
A11371,19920122-0065,140,I-4552,153
A11372,19590129-0004,280,I-4553,274
A11373,19760524-0046,100,I-4553,84
A11374,19900723-0126,140,I-4553,160
A11375,19560812-0016,280,I-4554,300
A11376,19760524-0046,100,I-4554,90
A11377,19640414-0013,240,I-4555,226
A11378,19770224-0058,140,I-4555,137
A11379,19930616-0127,120,I-4555,116
A11380,19560812-0016,240,I-4556,247
A11381,19760108-0050,100,I-4556,97
A11382,19610620-0006,280,I-4557,297
A11383,19750331-0036,120,I-4557,107
A11384,19620831-0024,280,I-4558,289
A11385,19780815-0047,120,I-4558,116
A11386,19611219-0014,260,I-4559,249
A11387,19790708-0041,100,I-4559,89
A11388,19910514-0068,120,I-4559,117
A11389,19620831-0024,240,I-4560,238
A11390,19761024-0034,120,I-4560,123
A11391,19910122-0077,140,I-4560,140
A11392,19600529-0021,280,I-4561,271
A11393,19750722-0060,120,I-4561,106
A11394,19690917-0022,260,I-4562,278
A11395,19750220-0037,140,I-4562,132
A11396,19610918-0027,240,I-4563,224
A11397,19751018-0039,140,I-4563,146
A11398,19690917-0022,240,I-4564,234
A11399,19750512-0043,100,I-4564,94
A11400,19590129-0004,240,I-4565,225
A11401,19780317-0052,100,I-4565,110
A11402,19560705-0025,280,I-4566,293
A11403,19750906-0032,140,I-4566,125
A11404,19690513-0015,260,I-4567,267
A11405,19790708-0041,100,I-4567,84
A11406,19920206-0072,100,I-4567,98
A11407,19580218-0007,260,I-4568,251
A11408,19781217-0053,100,I-4568,112
A11409,19920122-0065,100,I-4568,108
A11410,19630126-0001,260,I-4569,249
A11411,19780602-0035,120,I-4569,115
A11412,19580515-0017,240,I-4570,255
A11413,19750705-0033,140,I-4570,152
A11414,19910403-0103,120,I-4570,114
A11415,19600814-0002,260,I-4571,262
A11416,19761009-0055,100,I-4571,104
A11417,19920828-0070,120,I-4571,125
A11418,19690917-0022,260,I-4572,240
A11419,19761024-0034,140,I-4572,151
A11420,19921002-0129,120,I-4572,107
A11421,19620831-0024,260,I-4573,246
A11422,19790717-0045,140,I-4573,143
A11423,19610620-0006,240,I-4574,236
A11424,19751018-0039,100,I-4574,96
A11425,19590129-0004,260,I-4575,273
A11426,19790717-0045,120,I-4575,140
A11427,19920122-0065,140,I-4575,121
A11428,19690917-0022,280,I-4576,281
A11429,19770224-0058,140,I-4576,133
A11430,19900321-0080,100,I-4576,105
A11431,19561222-0030,240,I-4577,255
A11432,19780815-0047,120,I-4577,113
A11433,19920504-0093,100,I-4577,116
A11434,19620831-0024,240,I-4578,253
A11435,19770713-0042,140,I-4578,121
A11436,19930919-0137,100,I-4578,84
A11437,19560705-0025,240,I-4579,230
A11438,19770224-0058,100,I-4579,87
A11439,19901002-0085,120,I-4579,121
A11440,19610623-0005,280,I-4580,286
A11441,19790426-0049,120,I-4580,122
A11442,19920504-0093,120,I-4580,137
A11443,19560812-0016,280,I-4581,262
A11444,19780815-0047,100,I-4581,105
A11445,19560612-0010,240,I-4582,226
A11446,19750512-0043,100,I-4582,104
A11447,19900801-0130,100,I-4582,84
A11448,19560612-0010,240,I-4583,232
A11449,19750722-0060,100,I-4583,103
A11450,19620424-0026,280,I-4584,263
A11451,19750705-0033,140,I-4584,133
A11452,19561222-0030,260,I-4585,271
A11453,19790426-0049,120,I-4585,126
A11454,19600905-0003,240,I-4586,258
A11455,19760524-0046,100,I-4586,100
A11456,19601021-0018,280,I-4587,265
A11457,19761009-0055,100,I-4587,100
A11458,19600814-0002,260,I-4588,243
A11459,19780602-0035,140,I-4588,124
A11460,19561222-0030,240,I-4589,238
A11461,19770224-0058,140,I-4589,151
A11462,19931226-0118,120,I-4589,125
A11463,19570828-0008,240,I-4590,236
A11464,19790426-0049,140,I-4590,128
A11465,19900317-0083,140,I-4590,160
A11466,19560612-0010,280,I-4591,294
A11467,19781217-0053,120,I-4591,100
A11468,19680712-0028,240,I-4592,229
A11469,19780317-0052,120,I-4592,132
A11470,19920122-0065,100,I-4592,99
A11471,19660630-0020,280,I-4593,275
A11472,19750705-0033,140,I-4593,129
A11473,19620424-0026,280,I-4594,282
A11474,19750705-0033,120,I-4594,139
A11475,19930508-0061,140,I-4594,124
A11476,19610918-0027,260,I-4595,264
A11477,19761024-0034,140,I-4595,136
A11478,19910206-0081,140,I-4595,121
A11479,19600905-0003,240,I-4596,243
A11480,19760524-0046,120,I-4596,124
A11481,19900430-0112,100,I-4596,98
A11482,19690408-0009,260,I-4597,266
A11483,19751018-0039,120,I-4597,121
A11484,19920316-0107,120,I-4597,131
A11485,19650303-0019,240,I-4598,237
A11486,19750906-0032,140,I-4598,132
A11487,19560612-0010,280,I-4599,276
A11488,19781130-0054,120,I-4599,110
A11489,19900128-0095,120,I-4599,128
A11490,19600905-0003,260,I-4600,279
A11491,19761009-0055,120,I-4600,137
A11492,19690917-0022,240,I-4601,251
A11493,19761009-0055,100,I-4601,85
A11494,19570826-0012,280,I-4602,300
A11495,19750906-0032,100,I-4602,92
A11496,19910822-0122,140,I-4602,158
A11497,19560705-0025,280,I-4603,265
A11498,19750512-0043,100,I-4603,80
A11499,19611219-0014,280,I-4604,292
A11500,19790708-0041,140,I-4604,133
A11501,19690513-0015,260,I-4605,250
A11502,19770224-0058,140,I-4605,157
A11503,19930616-0127,120,I-4605,127
A11504,19600529-0021,240,I-4606,224
A11505,19760524-0046,120,I-4606,119
A11506,19580515-0017,240,I-4607,234
A11507,19790708-0041,140,I-4607,130
A11508,19570826-0012,260,I-4608,240
A11509,19751018-0039,120,I-4608,137
A11510,19900321-0080,140,I-4608,127
A11511,19610918-0027,280,I-4609,290
A11512,19790708-0041,120,I-4609,116
A11513,19900902-0114,140,I-4609,133
A11514,19561222-0030,240,I-4610,229
A11515,19780815-0047,100,I-4610,117
A11516,19630126-0001,260,I-4611,255
A11517,19761020-0044,140,I-4611,159
A11518,19690917-0022,260,I-4612,275
A11519,19790708-0041,100,I-4612,104
A11520,19931231-0099,140,I-4612,135
A11521,19561222-0030,260,I-4613,243
A11522,19750906-0032,100,I-4613,119
A11523,19601021-0018,240,I-4614,254
A11524,19770224-0058,100,I-4614,86
A11525,19920316-0107,120,I-4614,119
A11526,19630126-0001,280,I-4615,280
A11527,19751018-0039,100,I-4615,91
A11528,19560812-0016,240,I-4616,248
A11529,19781125-0031,120,I-4616,111
A11530,19660630-0020,240,I-4617,227
A11531,19761020-0044,140,I-4617,131
A11532,19570828-0008,280,I-4618,298
A11533,19750722-0060,100,I-4618,118
A11534,19931212-0079,100,I-4618,119
A11535,19570826-0012,280,I-4619,285
A11536,19790708-0041,120,I-4619,103
A11537,19650303-0019,260,I-4620,244
A11538,19750102-0059,100,I-4620,115
A11539,19570615-0011,280,I-4621,294
A11540,19780815-0047,120,I-4621,122
A11541,19900124-0064,140,I-4621,141
A11542,19600905-0003,260,I-4622,265
A11543,19761020-0044,100,I-4622,120
A11544,19650303-0019,280,I-4623,281
A11545,19760108-0050,140,I-4623,135
A11546,19930508-0061,100,I-4623,102
A11547,19610620-0006,280,I-4624,270
A11548,19780424-0057,100,I-4624,114
A11549,19620522-0023,260,I-4625,255
A11550,19750512-0043,120,I-4625,119
A11551,19920826-0088,120,I-4625,127
A11552,19570826-0012,240,I-4626,255
A11553,19750102-0059,120,I-4626,111
A11554,19610620-0006,240,I-4627,238
A11555,19761024-0034,100,I-4627,107
A11556,19910921-0136,100,I-4627,93
A11557,19620831-0024,240,I-4628,223
A11558,19780424-0057,120,I-4628,107
A11559,19900321-0080,120,I-4628,137
A11560,19560612-0010,280,I-4629,300
A11561,19751018-0039,120,I-4629,116
A11562,19900801-0130,120,I-4629,120
A11563,19620522-0023,280,I-4630,291
A11564,19761024-0034,100,I-4630,107
A11565,19611219-0014,260,I-4631,270
A11566,19790717-0045,120,I-4631,111
A11567,19690513-0015,260,I-4632,246
A11568,19790708-0041,100,I-4632,115
A11569,19920226-0075,140,I-4632,136
A11570,19580218-0007,280,I-4633,276
A11571,19781217-0053,100,I-4633,115
A11572,19601021-0018,240,I-4634,254
A11573,19780424-0057,100,I-4634,87
A11574,19610623-0005,260,I-4635,271
A11575,19750705-0033,140,I-4635,138
A11576,19920122-0065,120,I-4635,125
A11577,19640220-0029,280,I-4636,278
A11578,19771013-0040,100,I-4636,99
A11579,19910404-0102,100,I-4636,103
A11580,19620831-0024,280,I-4637,262
A11581,19761024-0034,120,I-4637,130
A11582,19920316-0107,120,I-4637,119
A11583,19570828-0008,260,I-4638,240
A11584,19760524-0046,120,I-4638,132
A11585,19900317-0083,100,I-4638,98
A11586,19580218-0007,280,I-4639,269
A11587,19781130-0054,120,I-4639,101
A11588,19920316-0107,100,I-4639,119
A11589,19690917-0022,240,I-4640,231
A11590,19790618-0048,140,I-4640,136
A11591,19660630-0020,280,I-4641,279
A11592,19750705-0033,120,I-4641,104
A11593,19640220-0029,260,I-4642,276
A11594,19790717-0045,120,I-4642,133
A11595,19901029-0071,140,I-4642,155
A11596,19611219-0014,260,I-4643,254
A11597,19760524-0046,120,I-4643,108
A11598,19640414-0013,280,I-4644,271
A11599,19750722-0060,140,I-4644,131
A11600,19900616-0124,100,I-4644,106
A11601,19690513-0015,260,I-4645,274
A11602,19761024-0034,120,I-4645,109
A11603,19600814-0002,260,I-4646,272
A11604,19761024-0034,100,I-4646,85
A11605,19910820-0078,140,I-4646,121
A11606,19690408-0009,240,I-4647,241
A11607,19750102-0059,140,I-4647,121
A11608,19931118-0062,140,I-4647,134
A11609,19580218-0007,240,I-4648,244
A11610,19790717-0045,140,I-4648,160
A11611,19910122-0077,120,I-4648,115
A11612,19690917-0022,260,I-4649,243
A11613,19790618-0048,100,I-4649,101
A11614,19620831-0024,280,I-4650,291
A11615,19750417-0051,140,I-4650,131
A11616,19610623-0005,260,I-4651,275
A11617,19750220-0037,120,I-4651,130
A11618,19900201-0074,100,I-4651,90
A11619,19660630-0020,260,I-4652,277
A11620,19750512-0043,100,I-4652,92
A11621,19901002-0085,140,I-4652,123
A11622,19560812-0016,240,I-4653,222
A11623,19780815-0047,100,I-4653,95
A11624,19690917-0022,280,I-4654,293
A11625,19761024-0034,120,I-4654,123
A11626,19640414-0013,260,I-4655,276
A11627,19760108-0050,140,I-4655,130
A11628,19590129-0004,240,I-4656,244
A11629,19780815-0047,140,I-4656,127
A11630,19930616-0127,120,I-4656,127
A11631,19610918-0027,260,I-4657,270
A11632,19750722-0060,140,I-4657,127
A11633,19920828-0070,100,I-4657,99
A11634,19620522-0023,280,I-4658,296
A11635,19750417-0051,120,I-4658,133
A11636,19620424-0026,280,I-4659,290
A11637,19750417-0051,100,I-4659,119
A11638,19901002-0085,100,I-4659,113
A11639,19610620-0006,240,I-4660,248
A11640,19751018-0039,140,I-4660,145
A11641,19610623-0005,280,I-4661,265
A11642,19770713-0042,120,I-4661,140
A11643,19910404-0102,120,I-4661,124
A11644,19611219-0014,260,I-4662,279
A11645,19760108-0050,120,I-4662,121
A11646,19600814-0002,280,I-4663,269
A11647,19780424-0057,100,I-4663,107
A11648,19570615-0011,280,I-4664,298
A11649,19780424-0057,100,I-4664,84
A11650,19900426-0089,100,I-4664,95
A11651,19640414-0013,260,I-4665,248
A11652,19780317-0052,140,I-4665,151
A11653,19600905-0003,280,I-4666,270
A11654,19770713-0042,100,I-4666,113
A11655,19900211-0140,140,I-4666,156
A11656,19560705-0025,280,I-4667,289
A11657,19750705-0033,100,I-4667,80
A11658,19901002-0085,140,I-4667,155
A11659,19690408-0009,260,I-4668,242
A11660,19790702-0038,100,I-4668,94
A11661,19910206-0081,100,I-4668,81
A11662,19620522-0023,240,I-4669,225
A11663,19761024-0034,100,I-4669,81
A11664,19690513-0015,240,I-4670,233
A11665,19790702-0038,120,I-4670,135
A11666,19900307-0105,120,I-4670,105
A11667,19600529-0021,260,I-4671,280
A11668,19790717-0045,100,I-4671,98
A11669,19690513-0015,280,I-4672,299
A11670,19790702-0038,140,I-4672,138
A11671,19931203-0066,100,I-4672,108
A11672,19610620-0006,280,I-4673,263
A11673,19760524-0046,120,I-4673,114
A11674,19580218-0007,260,I-4674,242
A11675,19780317-0052,100,I-4674,108
A11676,19900902-0090,140,I-4674,134
A11677,19580218-0007,240,I-4675,236
A11678,19750102-0059,100,I-4675,80
A11679,19561222-0030,280,I-4676,300
A11680,19761020-0044,100,I-4676,90
A11681,19901011-0119,120,I-4676,120
A11682,19570826-0012,280,I-4677,273
A11683,19760524-0046,100,I-4677,111
A11684,19910122-0077,100,I-4677,85
A11685,19610623-0005,240,I-4678,259
A11686,19750705-0033,100,I-4678,116
A11687,19600814-0002,260,I-4679,259
A11688,19760524-0046,140,I-4679,132
A11689,19921201-0094,120,I-4679,130
A11690,19630126-0001,240,I-4680,224
A11691,19780815-0047,120,I-4680,137
A11692,19921201-0094,140,I-4680,131
A11693,19600814-0002,260,I-4681,262
A11694,19790618-0048,100,I-4681,88
A11695,19920217-0098,140,I-4681,154
A11696,19620831-0024,240,I-4682,252
A11697,19780317-0052,140,I-4682,134
A11698,19560812-0016,240,I-4683,258
A11699,19790702-0038,140,I-4683,122
A11700,19610623-0005,280,I-4684,286
A11701,19750220-0037,100,I-4684,108
A11702,19690408-0009,260,I-4685,247
A11703,19751018-0039,140,I-4685,153
A11704,19910404-0102,140,I-4685,133
A11705,19560705-0025,260,I-4686,258
A11706,19770713-0042,120,I-4686,134
A11707,19640220-0029,240,I-4687,233
A11708,19790702-0038,140,I-4687,151
A11709,19901108-0087,100,I-4687,85
A11710,19600529-0021,280,I-4688,275
A11711,19770224-0058,120,I-4688,116
A11712,19921127-0120,140,I-4688,123
A11713,19590129-0004,260,I-4689,276
A11714,19780317-0052,120,I-4689,127
A11715,19610918-0027,260,I-4690,268
A11716,19750220-0037,140,I-4690,131
A11717,19560812-0016,260,I-4691,274
A11718,19750220-0037,120,I-4691,114
A11719,19640220-0029,240,I-4692,223
A11720,19771013-0040,120,I-4692,128
A11721,19570615-0011,240,I-4693,223
A11722,19780602-0035,100,I-4693,96
A11723,19560705-0025,240,I-4694,257
A11724,19750906-0032,100,I-4694,120
A11725,19630126-0001,260,I-4695,245
A11726,19780424-0057,100,I-4695,111
A11727,19910421-0067,120,I-4695,104
A11728,19640414-0013,280,I-4696,293
A11729,19780602-0035,120,I-4696,114
A11730,19680712-0028,260,I-4697,271
A11731,19790702-0038,120,I-4697,124
A11732,19610623-0005,260,I-4698,280
A11733,19750122-0056,120,I-4698,131
A11734,19610620-0006,280,I-4699,300
A11735,19750417-0051,100,I-4699,101
A11736,19570615-0011,280,I-4700,284
A11737,19761024-0034,140,I-4700,156
A11738,19600905-0003,260,I-4701,279
A11739,19750512-0043,100,I-4701,109
A11740,19580218-0007,240,I-4702,252
A11741,19790618-0048,100,I-4702,82
A11742,19620522-0023,240,I-4703,238
A11743,19781217-0053,140,I-4703,122
A11744,19660630-0020,260,I-4704,262
A11745,19781130-0054,120,I-4704,122
A11746,19650303-0019,280,I-4705,293
A11747,19780602-0035,100,I-4705,100
A11748,19931118-0062,100,I-4705,118
A11749,19620424-0026,240,I-4706,235
A11750,19761024-0034,120,I-4706,107
A11751,19900520-0063,120,I-4706,128
A11752,19650303-0019,240,I-4707,253
A11753,19750417-0051,100,I-4707,80
A11754,19620522-0023,280,I-4708,297
A11755,19771013-0040,140,I-4708,122
A11756,19570828-0008,240,I-4709,245
A11757,19761009-0055,120,I-4709,109
A11758,19560705-0025,260,I-4710,247
A11759,19750122-0056,140,I-4710,138
A11760,19601021-0018,260,I-4711,275
A11761,19780317-0052,140,I-4711,132
A11762,19930326-0132,140,I-4711,146
A11763,19580218-0007,280,I-4712,296
A11764,19780815-0047,120,I-4712,123
A11765,19920206-0072,100,I-4712,116
A11766,19690917-0022,240,I-4713,244
A11767,19770713-0042,120,I-4713,109
A11768,19620424-0026,280,I-4714,260
A11769,19750906-0032,120,I-4714,115
A11770,19930508-0061,120,I-4714,105
A11771,19600529-0021,240,I-4715,254
A11772,19781130-0054,120,I-4715,110
A11773,19920217-0098,120,I-4715,117
A11774,19640414-0013,260,I-4716,280
A11775,19790618-0048,100,I-4716,98
A11776,19560612-0010,280,I-4717,277
A11777,19770224-0058,140,I-4717,121
A11778,19580218-0007,280,I-4718,262
A11779,19771013-0040,120,I-4718,129
A11780,19900201-0074,100,I-4718,86
A11781,19660630-0020,240,I-4719,240
A11782,19761020-0044,140,I-4719,128
A11783,19620424-0026,280,I-4720,295
A11784,19770713-0042,120,I-4720,112
A11785,19560812-0016,260,I-4721,266
A11786,19751018-0039,140,I-4721,154
A11787,19570828-0008,260,I-4722,242
A11788,19750906-0032,140,I-4722,145
A11789,19570615-0011,280,I-4723,278
A11790,19750722-0060,100,I-4723,91
A11791,19930709-0100,120,I-4723,138
A11792,19601021-0018,260,I-4724,257
A11793,19750906-0032,120,I-4724,101
A11794,19900430-0112,100,I-4724,107
A11795,19620831-0024,240,I-4725,228
A11796,19750102-0059,120,I-4725,103
A11797,19910421-0067,140,I-4725,126
A11798,19600814-0002,260,I-4726,272
A11799,19790426-0049,100,I-4726,97
